Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA
Russia,Premier League,2019/2020,01/09/2019,14:30,Arsenal Tula,CSKA Moscow,1,2,A,4.54,3.61,1.86,4.7,3.61,2.11,4.34,3.39,1.85,,,
Russia,Premier League,2019/2020,01/09/2019,17:00,Spartak Moscow,Zenit,0,1,A,3.48,3.5,2.17,3.6,3.52,2.58,3.28,3.34,2.17,,,
Russia,Premier League,2019/2020,13/09/2019,18:00,Zenit,Arsenal Tula,3,1,H,1.3,5.42,11.62,1.33,5.6,12,1.29,5.07,10.41,,,
Russia,Premier League,2019/2020,14/09/2019,14:30,Spartak Moscow,Ural,1,2,A,1.49,4.36,7.09,1.52,4.5,8.8,1.49,4.13,6.52,,,
Russia,Premier League,2019/2020,14/09/2019,17:00,Sochi,Lokomotiv Moscow,0,1,A,4.58,3.56,1.87,5.25,3.56,1.93,4.28,3.42,1.85,,,
Russia,Premier League,2019/2020,15/09/2019,12:00,Orenburg,Rubin Kazan,2,1,H,2.09,3.32,3.91,2.22,3.32,3.92,2.07,3.19,3.7,,,
Russia,Premier League,2019/2020,15/09/2019,14:30,Tambov,CSKA Moscow,0,2,A,7.68,4.33,1.47,8,4.4,1.57,7.18,4.12,1.46,,,
Russia,Premier League,2019/2020,15/09/2019,17:00,Krasnodar,Krylya Sovetov,4,2,H,1.47,4.37,7.53,1.51,4.6,8.8,1.45,4.29,7,,,
Russia,Premier League,2019/2020,16/09/2019,18:00,Dynamo Moscow,Ufa,0,0,D,1.65,3.62,6.43,1.67,3.9,7.8,1.6,3.59,6.17,,,
Russia,Premier League,2019/2020,16/09/2019,18:30,FK Rostov,Akhmat Grozny,2,1,H,1.7,3.68,5.6,1.74,3.8,6.2,1.66,3.57,5.37,,,
Russia,Premier League,2019/2020,20/09/2019,15:30,Ufa,Spartak Moscow,1,0,H,3.36,3.06,2.44,3.76,3.15,2.44,3.3,3.03,2.32,,,
Russia,Premier League,2019/2020,21/09/2019,12:00,Akhmat Grozny,Krylya Sovetov,1,1,D,2.07,3.41,3.87,2.14,3.41,4.62,2.05,3.22,3.74,,,
Russia,Premier League,2019/2020,21/09/2019,17:00,Tambov,FK Rostov,2,1,H,5.27,3.81,1.71,5.5,3.81,1.9,4.81,3.49,1.75,,,
Russia,Premier League,2019/2020,21/09/2019,17:00,Zenit,Rubin Kazan,5,0,H,1.27,5.79,11.88,1.31,5.79,15,1.28,5.25,10.92,,,
Russia,Premier League,2019/2020,22/09/2019,09:30,Orenburg,Lokomotiv Moscow,2,3,A,3.3,3.23,2.37,3.64,3.29,2.37,3.24,3.16,2.26,,,
Russia,Premier League,2019/2020,22/09/2019,12:00,Dynamo Moscow,Sochi,2,3,A,1.66,3.81,5.79,1.71,3.85,6.15,1.63,3.63,5.6,,,
Russia,Premier League,2019/2020,22/09/2019,14:30,Arsenal Tula,Ural,1,1,D,2.04,3.41,3.98,2.12,3.5,3.98,2.03,3.32,3.68,,,
Russia,Premier League,2019/2020,22/09/2019,17:00,CSKA Moscow,Krasnodar,3,2,H,2.13,3.55,3.53,2.18,3.55,3.75,2.1,3.37,3.42,,,
Russia,Premier League,2019/2020,28/09/2019,12:00,Krylya Sovetov,Tambov,2,0,H,1.93,3.46,4.46,1.95,3.66,4.5,1.89,3.36,4.2,,,
Russia,Premier League,2019/2020,28/09/2019,14:30,FK Rostov,Dynamo Moscow,3,0,H,2.18,3.29,3.68,2.22,3.46,3.85,2.13,3.2,3.54,,,
Russia,Premier League,2019/2020,28/09/2019,17:00,Lokomotiv Moscow,Zenit,1,0,H,3.05,3.22,2.52,3.05,3.36,2.58,2.9,3.18,2.44,,,
Russia,Premier League,2019/2020,29/09/2019,09:30,Ural,CSKA Moscow,0,3,A,4.73,4.13,1.71,5.65,4.13,1.83,4.65,3.79,1.7,,,
Russia,Premier League,2019/2020,29/09/2019,12:00,Rubin Kazan,Ufa,0,0,D,2.79,2.95,2.96,2.81,2.98,3.4,2.67,2.85,2.92,,,
Russia,Premier League,2019/2020,29/09/2019,14:30,Spartak Moscow,Orenburg,1,2,A,1.75,3.85,4.83,1.8,3.85,4.96,1.74,3.63,4.61,,,
Russia,Premier League,2019/2020,29/09/2019,17:00,Krasnodar,Arsenal Tula,2,0,H,1.48,4.55,6.99,1.51,4.64,7.3,1.47,4.36,6.39,,,
Russia,Premier League,2019/2020,30/09/2019,17:30,Sochi,Akhmat Grozny,2,0,H,2.26,3.12,3.67,2.26,3.3,3.8,2.18,3.1,3.52,,,
Russia,Premier League,2019/2020,05/10/2019,09:30,Ufa,Akhmat Grozny,0,1,A,2.34,2.98,3.67,2.42,3.1,3.92,2.28,2.9,3.53,,,
Russia,Premier League,2019/2020,05/10/2019,12:00,Orenburg,Dynamo Moscow,2,0,H,3.07,3.14,2.56,3.36,3.2,2.7,2.95,3.05,2.5,,,
Russia,Premier League,2019/2020,05/10/2019,14:30,Rubin Kazan,Tambov,2,1,H,2.06,3.25,4.13,2.12,3.3,4.13,2.03,3.11,3.94,,,
Russia,Premier League,2019/2020,05/10/2019,17:00,Sochi,Krylya Sovetov,0,2,A,2.16,3.3,3.72,2.21,3.42,3.85,2.1,3.23,3.55,,,
Russia,Premier League,2019/2020,06/10/2019,09:30,Ural,Zenit,1,3,A,6.28,4.52,1.52,7.4,4.64,1.57,6.13,4.29,1.49,,,
Russia,Premier League,2019/2020,06/10/2019,12:00,Lokomotiv Moscow,Arsenal Tula,2,1,H,1.6,4.04,6.07,1.62,4.25,7.4,1.56,3.91,5.84,,,
Russia,Premier League,2019/2020,06/10/2019,14:30,CSKA Moscow,FK Rostov,1,3,A,1.68,3.96,5.3,1.86,3.96,5.6,1.69,3.71,4.94,,,
Russia,Premier League,2019/2020,06/10/2019,17:00,Krasnodar,Spartak Moscow,2,1,H,1.82,3.84,4.43,1.82,4,4.8,1.78,3.72,4.28,,,
Russia,Premier League,2019/2020,18/10/2019,17:30,Akhmat Grozny,Lokomotiv Moscow,0,2,A,2.75,3.24,2.76,2.91,3.25,2.9,2.67,3.12,2.69,,,
Russia,Premier League,2019/2020,19/10/2019,12:00,Tambov,Ural,1,2,A,2.81,3.14,2.77,2.81,3.3,2.9,2.68,3.13,2.67,,,
Russia,Premier League,2019/2020,19/10/2019,14:30,Spartak Moscow,Rubin Kazan,0,0,D,1.61,4.05,5.89,1.63,4.15,5.9,1.6,3.9,5.4,,,
Russia,Premier League,2019/2020,19/10/2019,17:00,Zenit,FK Rostov,6,1,H,1.48,4.47,7.13,1.59,4.6,8.5,1.46,4.3,6.72,,,
Russia,Premier League,2019/2020,20/10/2019,09:30,Orenburg,Krylya Sovetov,0,1,A,2.32,3.36,3.26,2.45,3.48,3.36,2.26,3.27,3.15,,,
Russia,Premier League,2019/2020,20/10/2019,12:00,Ufa,CSKA Moscow,1,1,D,5.31,3.48,1.78,5.75,3.58,1.8,5.03,3.39,1.75,,,
Russia,Premier League,2019/2020,20/10/2019,14:30,Arsenal Tula,Sochi,1,1,D,2.16,3.38,3.61,2.18,3.4,4.44,2.11,3.27,3.47,,,
Russia,Premier League,2019/2020,20/10/2019,17:00,Dynamo Moscow,Krasnodar,1,1,D,2.63,3.4,2.77,2.81,3.44,2.77,2.6,3.24,2.67,,,
Russia,Premier League,2019/2020,25/10/2019,17:30,Rubin Kazan,Ural,0,0,D,2.18,3.51,3.44,2.36,3.51,3.75,2.19,3.31,3.26,,,
Russia,Premier League,2019/2020,26/10/2019,12:00,Tambov,Ufa,3,0,H,2.72,2.97,3.02,2.86,3.09,3.05,2.66,2.86,2.91,,,
Russia,Premier League,2019/2020,26/10/2019,14:30,Akhmat Grozny,Arsenal Tula,1,1,D,2.36,3.32,3.23,2.42,3.32,3.35,2.31,3.18,3.11,,,
Russia,Premier League,2019/2020,26/10/2019,17:00,FK Rostov,Sochi,2,0,H,1.62,3.9,6.12,1.66,4.05,8.1,1.6,3.81,5.64,,,
Russia,Premier League,2019/2020,27/10/2019,11:00,Krylya Sovetov,Zenit,0,2,A,5.13,3.65,1.76,5.6,3.85,1.76,4.8,3.63,1.72,,,
Russia,Premier League,2019/2020,27/10/2019,13:30,CSKA Moscow,Dynamo Moscow,0,1,A,1.93,3.51,4.35,1.97,3.74,4.68,1.87,3.44,4.18,,,
Russia,Premier League,2019/2020,27/10/2019,13:30,Lokomotiv Moscow,Spartak Moscow,0,3,A,1.98,3.45,4.2,2.1,3.54,4.2,1.95,3.36,3.87,,,
Russia,Premier League,2019/2020,27/10/2019,16:00,Krasnodar,Orenburg,1,1,D,1.58,4.15,5.97,1.62,4.35,6.55,1.56,4.08,5.52,,,
Russia,Premier League,2019/2020,02/11/2019,11:00,Dynamo Moscow,Akhmat Grozny,1,1,D,1.73,3.61,5.48,1.79,3.62,5.9,1.7,3.46,5.27,,,
Russia,Premier League,2019/2020,02/11/2019,11:00,Ufa,Lokomotiv Moscow,1,1,D,4.02,3.11,2.15,4.32,3.3,2.15,3.9,3.06,2.06,,,
Russia,Premier League,2019/2020,02/11/2019,13:30,Sochi,Tambov,1,2,A,1.99,3.36,4.27,2.06,3.48,4.45,1.97,3.24,3.96,,,
Russia,Premier League,2019/2020,02/11/2019,16:00,Zenit,CSKA Moscow,1,1,D,1.64,3.96,5.68,1.66,4.14,6.2,1.6,3.85,5.35,,,
Russia,Premier League,2019/2020,03/11/2019,13:30,Krasnodar,FK Rostov,2,2,D,1.81,3.92,4.39,1.92,3.92,4.5,1.82,3.64,4.1,,,
Russia,Premier League,2019/2020,04/11/2019,11:00,Ural,Orenburg,1,2,A,2.72,3.44,2.65,2.8,3.44,2.9,2.58,3.28,2.67,,,
Russia,Premier League,2019/2020,04/11/2019,13:30,Krylya Sovetov,Rubin Kazan,0,0,D,2.32,3.19,3.45,2.42,3.3,3.8,2.26,3.12,3.29,,,
Russia,Premier League,2019/2020,04/11/2019,16:00,Spartak Moscow,Arsenal Tula,0,1,A,1.75,3.59,5.36,1.78,3.65,5.7,1.72,3.52,4.94,,,
Russia,Premier League,2019/2020,08/11/2019,16:30,Akhmat Grozny,Ural,0,0,D,1.88,3.58,4.49,1.95,3.65,4.64,1.86,3.41,4.24,,,
Russia,Premier League,2019/2020,09/11/2019,11:00,Rubin Kazan,Dynamo Moscow,0,1,A,3.31,2.92,2.57,3.35,3.07,2.62,3.14,2.85,2.52,,,
Russia,Premier League,2019/2020,09/11/2019,13:30,FK Rostov,Tambov,1,2,A,1.68,3.64,5.92,1.7,4.1,6.25,1.65,3.69,5.34,,,
Russia,Premier League,2019/2020,09/11/2019,16:00,Spartak Moscow,Krylya Sovetov,2,0,H,1.68,3.86,5.49,1.74,3.86,6.6,1.66,3.71,5.12,,,
Russia,Premier League,2019/2020,10/11/2019,08:30,Orenburg,Ufa,0,0,D,2.21,3.09,3.87,2.21,3.26,4.2,2.11,3.05,3.78,,,
Russia,Premier League,2019/2020,10/11/2019,11:00,Arsenal Tula,Zenit,0,1,A,6.83,4.2,1.53,6.83,4.2,1.6,6.09,3.98,1.54,,,
Russia,Premier League,2019/2020,10/11/2019,13:30,Sochi,CSKA Moscow,2,3,A,4.38,3.58,1.9,4.88,3.58,1.92,4.2,3.41,1.87,,,
Russia,Premier League,2019/2020,10/11/2019,16:00,Lokomotiv Moscow,Krasnodar,1,1,D,2.45,3.54,2.9,2.5,3.6,3.26,2.43,3.28,2.87,,,
Russia,Premier League,2019/2020,22/11/2019,16:30,Tambov,Lokomotiv Moscow,2,3,A,4.33,3.13,2,5.77,3.75,2.05,4.18,3.22,1.94,,,
Russia,Premier League,2019/2020,23/11/2019,08:30,Orenburg,Akhmat Grozny,1,2,A,2.11,3.33,3.82,2.16,3.4,4.2,2.08,3.2,3.66,,,
Russia,Premier League,2019/2020,23/11/2019,11:00,Rubin Kazan,Zenit,1,2,A,7.9,4.48,1.45,9.9,4.48,1.48,7.63,4.17,1.44,,,
Russia,Premier League,2019/2020,23/11/2019,13:30,Dynamo Moscow,FK Rostov,2,1,H,2.26,3.16,3.63,2.34,3.3,3.65,2.24,3.07,3.39,,,
Russia,Premier League,2019/2020,24/11/2019,08:30,Ufa,Sochi,1,1,D,2.13,3.11,4.08,2.28,3.15,4.52,2.15,2.95,3.83,,,
Russia,Premier League,2019/2020,24/11/2019,11:00,Ural,Spartak Moscow,0,0,D,3.69,3.57,2.07,3.72,3.7,2.2,3.5,3.37,2.06,,,
Russia,Premier League,2019/2020,24/11/2019,13:30,Arsenal Tula,Krasnodar,1,2,A,3.22,3.4,2.33,3.7,3.42,2.33,3.23,3.27,2.21,,,
Russia,Premier League,2019/2020,24/11/2019,16:00,CSKA Moscow,Krylya Sovetov,1,0,H,1.41,4.48,9.02,1.45,4.55,10,1.4,4.29,8.19,,,
Russia,Premier League,2019/2020,30/11/2019,11:00,Krylya Sovetov,Ufa,0,1,A,2.73,2.88,3.12,2.75,3.02,3.44,2.62,2.8,3.04,,,
Russia,Premier League,2019/2020,30/11/2019,13:30,FK Rostov,Ural,0,0,D,1.58,4.21,5.95,1.65,4.21,6.9,1.57,3.94,5.66,,,
Russia,Premier League,2019/2020,30/11/2019,16:00,Akhmat Grozny,Rubin Kazan,1,1,D,2.03,3.17,4.42,2.18,3.3,4.46,2.01,3.05,4.1,,,
Russia,Premier League,2019/2020,01/12/2019,13:30,Lokomotiv Moscow,Dynamo Moscow,1,2,A,2.56,3.12,3.09,2.56,3.2,3.4,2.45,3,3.07,,,
Russia,Premier League,2019/2020,01/12/2019,16:00,Zenit,Spartak Moscow,1,0,H,1.48,4.55,6.88,1.55,4.55,8.5,1.47,4.25,6.53,,,
Russia,Premier League,2019/2020,02/12/2019,16:30,CSKA Moscow,Arsenal Tula,0,1,A,1.52,4.07,7.43,1.55,4.2,8.5,1.49,3.96,6.86,,,
Russia,Premier League,2019/2020,02/12/2019,16:30,Krasnodar,Tambov,0,0,D,1.36,5.02,9.16,1.4,5.1,9.8,1.37,4.72,8.12,,,
Russia,Premier League,2019/2020,06/12/2019,16:30,Arsenal Tula,Lokomotiv Moscow,4,0,H,3.46,3.12,2.35,3.68,3.4,2.36,3.33,3.08,2.26,,,
Russia,Premier League,2019/2020,06/12/2019,16:30,Zenit,Dynamo Moscow,3,0,H,1.53,4.18,6.81,1.58,4.3,7.3,1.53,3.96,6.22,,,
Russia,Premier League,2019/2020,07/12/2019,11:00,Tambov,Orenburg,3,0,H,2.9,3.13,2.7,2.96,3.45,2.8,2.79,3.09,2.59,,,
Russia,Premier League,2019/2020,07/12/2019,13:30,Krasnodar,CSKA Moscow,1,1,D,2.38,3.34,3.17,2.44,3.5,3.68,2.31,3.24,3.06,,,
Russia,Premier League,2019/2020,07/12/2019,16:00,Akhmat Grozny,Ufa,0,1,A,2.28,2.9,3.88,2.56,3.19,3.95,2.28,2.83,3.62,,,
Russia,Premier League,2019/2020,08/12/2019,11:00,Krylya Sovetov,Ural,2,3,A,2.13,3.36,3.75,2.21,3.38,3.84,2.08,3.23,3.6,,,
Russia,Premier League,2019/2020,08/12/2019,13:30,Sochi,Rubin Kazan,1,1,D,2.49,3.08,3.24,2.54,3.34,3.54,2.39,3.01,3.15,,,
Russia,Premier League,2019/2020,08/12/2019,16:00,Spartak Moscow,FK Rostov,1,4,A,2.16,3.34,3.67,2.34,3.5,3.92,2.13,3.24,3.45,,,
Russia,Premier League,2019/2020,28/02/2020,15:30,Krylya Sovetov,Orenburg,1,1,D,2.82,3.16,2.72,2.96,3.2,2.85,2.75,3.04,2.66,,,
Russia,Premier League,2019/2020,29/02/2020,11:00,CSKA Moscow,Ural,1,1,D,1.35,5.01,9.85,1.4,5.15,13.5,1.34,4.66,9.66,,,
Russia,Premier League,2019/2020,29/02/2020,13:30,Dynamo Moscow,Spartak Moscow,0,2,A,2.65,2.94,3.11,2.75,3.09,3.13,2.6,2.91,2.94,,,
Russia,Premier League,2019/2020,29/02/2020,16:00,Akhmat Grozny,FK Rostov,1,1,D,3.02,3.13,2.57,3.17,3.28,2.65,2.89,3.08,2.52,,,
Russia,Premier League,2019/2020,29/02/2020,16:00,Zenit,Lokomotiv Moscow,0,0,D,1.59,3.82,6.7,1.63,4.1,7.6,1.56,3.79,6.23,,,
Russia,Premier League,2019/2020,01/03/2020,11:00,Tambov,Rubin Kazan,0,0,D,3.49,3.05,2.35,3.76,3.09,2.43,3.37,2.95,2.32,,,
Russia,Premier League,2019/2020,01/03/2020,13:30,Krasnodar,Ufa,2,0,H,1.78,3.2,6,1.81,3.49,6.1,1.75,3.25,5.38,,,
Russia,Premier League,2019/2020,01/03/2020,16:00,Sochi,Arsenal Tula,1,2,A,2.31,3.26,3.33,2.46,3.26,3.56,2.36,3.07,3.14,,,
Russia,Premier League,2019/2020,07/03/2020,11:00,Orenburg,Arsenal Tula,2,0,H,2.29,3.26,3.37,2.42,3.45,3.5,2.25,3.16,3.25,,,
Russia,Premier League,2019/2020,07/03/2020,13:30,Dynamo Moscow,Tambov,1,0,H,1.63,3.91,5.78,1.8,3.97,6.6,1.64,3.68,5.46,,,
Russia,Premier League,2019/2020,08/03/2020,11:00,Rubin Kazan,Krylya Sovetov,0,1,A,2.09,3.16,4.07,2.13,3.2,4.38,2.06,3.09,3.89,,,
Russia,Premier League,2019/2020,08/03/2020,13:30,Sochi,Ural,2,0,H,2.22,3.25,3.55,2.22,3.35,4,2.11,3.21,3.54,,,
Russia,Premier League,2019/2020,08/03/2020,16:00,Lokomotiv Moscow,Akhmat Grozny,1,0,H,1.66,3.62,6.14,1.69,3.8,7.02,1.64,3.51,5.88,,,
Russia,Premier League,2019/2020,09/03/2020,11:00,FK Rostov,CSKA Moscow,3,2,H,2.94,3,2.72,2.98,3.12,2.86,2.81,2.99,2.64,,,
Russia,Premier League,2019/2020,09/03/2020,13:30,Spartak Moscow,Krasnodar,0,1,A,2.26,3.28,3.41,2.35,3.39,3.45,2.24,3.22,3.23,,,
Russia,Premier League,2019/2020,09/03/2020,16:00,Zenit,Ufa,0,0,D,1.33,4.86,12.12,1.38,5,13,1.32,4.63,10.8,,,
Russia,Premier League,2019/2020,11/03/2020,16:30,Sochi,Orenburg,5,1,H,2.29,3.31,3.32,2.31,3.4,3.76,2.22,3.24,3.24,,,
Russia,Premier League,2019/2020,13/03/2020,16:30,Akhmat Grozny,Dynamo Moscow,2,3,A,3.19,2.92,2.61,3.5,3.1,2.61,3.13,2.93,2.45,,,
Russia,Premier League,2019/2020,14/03/2020,11:00,Orenburg,Spartak Moscow,1,3,A,3.03,3.24,2.5,3.1,3.37,2.63,2.82,3.14,2.52,,,
Russia,Premier League,2019/2020,14/03/2020,13:30,Zenit,Ural,7,1,H,1.18,7.36,15.36,1.25,7.5,23,1.18,6.75,14.93,,,
Russia,Premier League,2019/2020,14/03/2020,16:00,Arsenal Tula,Rubin Kazan,0,1,A,2.22,3.19,3.62,2.38,3.19,3.83,2.23,3.01,3.48,,,
Russia,Premier League,2019/2020,15/03/2020,11:00,Sochi,Krasnodar,2,0,H,3.33,3.44,2.23,3.6,3.78,2.36,3.17,3.32,2.23,,,
Russia,Premier League,2019/2020,15/03/2020,13:30,CSKA Moscow,Ufa,0,0,D,1.56,3.9,7.02,1.64,3.9,7.2,1.57,3.67,6.38,,,
Russia,Premier League,2019/2020,15/03/2020,16:00,FK Rostov,Lokomotiv Moscow,1,3,A,2.43,3.32,3.05,2.59,3.45,3.2,2.4,3.21,2.95,,,
Russia,Premier League,2019/2020,16/03/2020,16:30,Tambov,Krylya Sovetov,3,0,H,2.71,2.99,2.97,2.95,3.15,3.15,2.67,2.92,2.87,,,
Russia,Premier League,2019/2020,19/06/2020,16:00,Krylya Sovetov,Akhmat Grozny,2,4,A,2.77,2.9,3.09,2.92,3.2,3.15,2.69,2.84,2.94,,,
Russia,Premier League,2019/2020,19/06/2020,18:00,Sochi,FK Rostov,10,1,H,,,,1.08,29,29,1.07,20.63,21.46,,,
Russia,Premier League,2019/2020,20/06/2020,12:00,Ural,Rubin Kazan,1,2,A,2.91,3.07,2.78,3,3.34,2.83,2.77,3.05,2.66,,,
Russia,Premier League,2019/2020,20/06/2020,14:30,Arsenal Tula,Spartak Moscow,2,3,A,3.64,3.19,2.26,3.8,3.36,2.32,3.41,3.15,2.21,,,
Russia,Premier League,2019/2020,20/06/2020,17:00,CSKA Moscow,Zenit,0,4,A,3.98,3.1,2.19,4.16,3.44,2.3,3.6,3.17,2.13,,,
Russia,Premier League,2019/2020,21/06/2020,13:00,Ufa,Tambov,2,1,H,2.36,2.95,3.57,2.4,3.18,3.75,2.29,2.93,3.46,,,
Russia,Premier League,2019/2020,21/06/2020,15:30,Lokomotiv Moscow,Orenburg,1,0,H,1.55,3.91,6.74,1.62,4.2,8.1,1.54,3.88,6.3,,,
Russia,Premier League,2019/2020,26/06/2020,16:00,Akhmat Grozny,Sochi,1,1,D,3.06,2.96,2.54,3.23,3.35,2.64,2.93,3.13,2.49,,,
Russia,Premier League,2019/2020,26/06/2020,18:30,Zenit,Krylya Sovetov,2,1,H,1.11,9.04,21.29,1.16,10.75,25,1.11,8.92,20.57,,,
Russia,Premier League,2019/2020,27/06/2020,12:00,Orenburg,Krasnodar,0,3,A,,,,6.5,4,1.71,5.98,3.88,1.59,,,
Russia,Premier League,2019/2020,27/06/2020,14:30,Spartak Moscow,Ufa,0,0,D,1.48,4.32,6.32,2.11,3.42,4.78,1.96,3.17,4.05,,,
Russia,Premier League,2019/2020,27/06/2020,15:30,Rubin Kazan,Lokomotiv Moscow,0,2,A,3.97,2.98,2.13,4.2,3.3,2.2,3.83,3.07,2.09,,,
Russia,Premier League,2019/2020,27/06/2020,17:00,Dynamo Moscow,CSKA Moscow,0,0,D,3.84,3.11,2.1,4.04,3.31,2.32,3.74,3.13,2.1,,,
Russia,Premier League,2019/2020,27/06/2020,18:00,FK Rostov,Arsenal Tula,2,1,H,,,,2.56,3.6,3.3,2.34,3.32,3.01,,,
Russia,Premier League,2019/2020,28/06/2020,14:30,Ural,Tambov,2,1,H,2.37,3.21,3.08,2.46,3.48,3.4,2.36,3.16,3.08,,,
Russia,Premier League,2019/2020,30/06/2020,16:00,Lokomotiv Moscow,Krylya Sovetov,1,1,D,1.46,4.36,7.31,1.5,5.05,8.37,1.44,4.41,6.9,,,
Russia,Premier League,2019/2020,30/06/2020,18:30,CSKA Moscow,Spartak Moscow,2,0,H,2.33,3.37,3.26,2.47,3.48,3.32,2.3,3.25,3.12,,,
Russia,Premier League,2019/2020,01/07/2020,13:00,Orenburg,Ural,0,3,A,,,,,,,,,,,,
Russia,Premier League,2019/2020,01/07/2020,13:00,Ufa,Rubin Kazan,0,0,D,2.66,2.79,3.22,2.75,3.01,3.35,2.58,2.8,3.12,,,
Russia,Premier League,2019/2020,01/07/2020,15:30,Arsenal Tula,Akhmat Grozny,1,3,A,2.47,3.1,3.01,2.7,3.26,3.18,2.47,3.1,2.95,,,
Russia,Premier League,2019/2020,01/07/2020,15:30,Tambov,Zenit,1,2,A,9.47,6.15,1.25,11.75,6.45,1.31,9.84,5.74,1.27,,,
Russia,Premier League,2019/2020,01/07/2020,18:00,FK Rostov,Krasnodar,1,1,D,,,,3.4,3.65,2.4,3.07,3.39,2.23,,,
Russia,Premier League,2019/2020,01/07/2020,18:00,Sochi,Dynamo Moscow,1,1,D,2.44,3.07,3.22,2.55,3.35,3.32,2.42,3.09,3.05,,,
Russia,Premier League,2019/2020,04/07/2020,14:30,Dynamo Moscow,Arsenal Tula,0,1,A,2.16,3.24,3.73,2.2,3.54,4.1,2.11,3.16,3.61,,,
Russia,Premier League,2019/2020,04/07/2020,16:30,Krylya Sovetov,FK Rostov,0,0,D,,,,2.77,3.4,2.88,2.58,3.23,2.67,,,
Russia,Premier League,2019/2020,04/07/2020,16:30,Spartak Moscow,Tambov,2,3,A,1.65,3.86,5.44,1.7,4.2,6.2,1.63,3.81,5.26,,,
Russia,Premier League,2019/2020,04/07/2020,18:30,Akhmat Grozny,CSKA Moscow,0,4,A,3.44,3.14,2.29,3.65,3.45,2.42,3.28,3.14,2.26,,,
Russia,Premier League,2019/2020,04/07/2020,18:30,Lokomotiv Moscow,Sochi,0,0,D,2.05,3.53,3.66,2.05,3.7,4.15,1.97,3.49,3.71,,,
Russia,Premier League,2019/2020,05/07/2020,14:30,Ufa,Ural,1,1,D,2.61,2.78,3.3,2.75,3,3.46,2.55,2.83,3.13,,,
Russia,Premier League,2019/2020,05/07/2020,16:30,Rubin Kazan,Orenburg,1,0,H,,,,1.35,6.15,14.25,1.3,5.42,9.9,,,
Russia,Premier League,2019/2020,05/07/2020,18:30,Krasnodar,Zenit,2,4,A,3.57,3.51,2.08,3.7,3.61,2.25,3.4,3.42,2.09,,,
Russia,Premier League,2019/2020,07/07/2020,16:30,Tambov,Akhmat Grozny,1,2,A,3.04,3.15,2.5,3.3,3.3,2.6,2.97,3.1,2.47,,,
Russia,Premier League,2019/2020,07/07/2020,18:30,Arsenal Tula,Krylya Sovetov,2,4,A,2.23,3.21,3.51,2.38,3.44,3.62,2.2,3.19,3.38,,,
Russia,Premier League,2019/2020,08/07/2020,16:00,Orenburg,CSKA Moscow,0,4,A,6.33,4.49,1.46,9,5.3,1.48,6.66,4.56,1.44,,,
Russia,Premier League,2019/2020,08/07/2020,16:00,Zenit,Sochi,2,1,H,1.68,4.37,4.48,1.72,4.6,5,1.67,4.21,4.41,,,
Russia,Premier League,2019/2020,08/07/2020,18:30,FK Rostov,Ufa,1,2,A,,,,2.09,3.43,4.81,1.96,3.24,4.03,,,
Russia,Premier League,2019/2020,08/07/2020,18:30,Spartak Moscow,Lokomotiv Moscow,1,1,D,2.7,3.23,2.73,2.8,3.46,2.81,2.65,3.18,2.68,,,
Russia,Premier League,2019/2020,09/07/2020,15:00,Ural,Dynamo Moscow,2,1,H,3.49,3.02,2.27,3.96,3.32,2.49,3.28,3.09,2.28,,,
Russia,Premier League,2019/2020,09/07/2020,18:30,Rubin Kazan,Krasnodar,1,0,H,3.31,3.32,2.26,3.75,3.56,2.28,3.32,3.26,2.18,,,
Russia,Premier League,2019/2020,11/07/2020,14:00,Arsenal Tula,Tambov,2,1,H,2.38,3.13,3.26,2.46,3.4,3.57,2.32,3.14,3.12,,,
Russia,Premier League,2019/2020,11/07/2020,16:30,Akhmat Grozny,Zenit,1,1,D,3.14,3.45,2.28,3.2,3.58,2.5,2.95,3.38,2.3,,,
Russia,Premier League,2019/2020,11/07/2020,18:30,Sochi,Spartak Moscow,1,0,H,2.96,3.41,2.41,3.12,3.64,2.56,2.86,3.3,2.41,,,
Russia,Premier League,2019/2020,12/07/2020,14:30,Lokomotiv Moscow,Ufa,1,1,D,1.52,3.77,8,1.62,3.92,8.03,1.55,3.6,6.98,,,
Russia,Premier League,2019/2020,12/07/2020,16:30,CSKA Moscow,Rubin Kazan,1,1,D,1.36,4.66,9.99,1.42,5.22,11.25,1.35,4.6,9.32,,,
Russia,Premier League,2019/2020,12/07/2020,16:30,Dynamo Moscow,Krylya Sovetov,2,0,H,2.11,3.05,3.88,2.23,3.25,4.13,2.11,3.08,3.71,,,
Russia,Premier League,2019/2020,12/07/2020,16:30,Orenburg,FK Rostov,0,0,D,3.86,3.67,1.9,4.55,4,1.91,3.91,3.71,1.85,,,
Russia,Premier League,2019/2020,12/07/2020,18:30,Krasnodar,Ural,3,0,H,1.35,4.98,7.95,1.45,5.65,9.9,1.37,4.8,7.79,,,
Russia,Premier League,2019/2020,15/07/2020,14:00,Ural,Arsenal Tula,1,3,A,2.25,3.3,3.36,2.62,3.48,3.61,2.26,3.2,3.23,,,
